title,artist,genre,tempo,mood_tags,combined_features
Dherai Geet,Hari Thapa,Pop,95,"Happy,Calm",harithapa pop 95 happy calm
Ujyaalo Swar,Ramesh Sherpa,Rock,110,"Romantic,Calm",rameshsherpa rock 110 romantic calm
Basanta Sapana,Suman Gurung,Folk,108,"Sad,Melancholic",sumangurung folk 108 sad melancholic
Pahadko Geet,Laxmi Rai,Lok Dohori,84,"Happy,Calm",laxmirai lok dohori 84 happy calm
Sundar Raat,Krishna Yadav,Pop,112,"Romantic,Energetic",krishnayadav pop 112 romantic energetic
Joonko Geet,Sita Magar,Folk,90,"Calm,Romantic",sitamagar folk 90 calm romantic
Timro Raat,Hari Rai,Modern,117,"Energetic,Happy",harirai modern 117 energetic happy
Mero Geet,Laxmi Thapa,Pop,88,"Sad,Melancholic",laxmithapa pop 88 sad melancholic
Samjhana Raat,Krishna Chhetri,Rock,106,"Happy,Calm",krishnachhetri rock 106 happy calm
Tadha Swar,Suman Rai,Folk,115,"Romantic,Calm",sumanrai folk 115 romantic calm
Ujyaalo Geet,Laxmi Gurung,Lok Dohori,80,"Energetic,Happy",laxmigurung lok dohori 80 energetic happy
Sundar Geet,Sita Yadav,Folk,108,"Happy,Calm",sitayadav folk 108 happy calm
Dilko Raat,Ramesh Limbu,Pop,92,"Calm,Romantic",rameshlimbu pop 92 calm romantic
Joonko Raat,Shanti Thapa,Modern,104,"Sad,Melancholic",shantithapa modern 104 sad melancholic
Pahadko Sapana,Hari Sherpa,Gurung Folk,117,"Romantic,Energetic",harisherpa gurung folk 117 romantic energetic
Sagar Swar,Laxmi Yadav,Folk,90,"Happy,Calm",laxmiyadav folk 90 happy calm
Timro Geet,Krishna Tamang,Pop,108,"Romantic,Calm",krishnatamang pop 108 romantic calm
Chhaya Sapana,Sita Rai,Lok Dohori,95,"Energetic,Happy",sitarai lok dohori 95 energetic happy
Sapana Swar,Laxmi Gurung,Folk,112,"Happy,Calm",laxmigurung folk 112 happy calm
Jhilmil Geet,Shanti Chhetri,Modern,80,"Sad,Melancholic",shantichhetri modern 80 sad melancholic
Dherai Raat,Hari Thapa,Pop,104,"Romantic,Calm",harithapa pop 104 romantic calm
Ujyaalo Raat,Ramesh Sherpa,Rock,117,"Energetic,Happy",rameshsherpa rock 117 energetic happy
Basanta Geet,Suman Gurung,Folk,88,"Calm,Romantic",sumangurung folk 88 calm romantic
Pahadko Raat,Laxmi Rai,Lok Dohori,106,"Happy,Calm",laxmirai lok dohori 106 happy calm
Sundar Swar,Krishna Yadav,Pop,115,"Romantic,Energetic",krishnayadav pop 115 romantic energetic
Joonko Sapana,Sita Magar,Folk,90,"Sad,Melancholic",sitamagar folk 90 sad melancholic
Timro Swar,Hari Rai,Modern,108,"Happy,Calm",harirai modern 108 happy calm
Mero Sapana,Laxmi Thapa,Pop,112,"Energetic,Happy",laxmithapa pop 112 energetic happy
Samjhana Geet,Krishna Chhetri,Rock,95,"Calm,Romantic",krishnachhetri rock 95 calm romantic
Tadha Raat,Suman Rai,Folk,104,"Sad,Melancholic",sumanrai folk 104 sad melancholic
Ujyaalo Sapana,Laxmi Gurung,Lok Dohori,117,"Romantic,Energetic",laxmigurung lok dohori 117 romantic energetic
Sundar Raat,Sita Yadav,Folk,80,"Happy,Calm",sitayadav folk 80 happy calm
Dilko Geet,Ramesh Limbu,Pop,108,"Energetic,Happy",rameshlimbu pop 108 energetic happy
Joonko Swar,Shanti Thapa,Modern,106,"Sad,Melancholic",shantithapa modern 106 sad melancholic
Pahadko Geet,Hari Sherpa,Gurung Folk,115,"Calm,Romantic",harisherpa gurung folk 115 calm romantic
Sagar Sapana,Laxmi Yadav,Folk,90,"Romantic,Calm",laxmiyadav folk 90 romantic calm
Timro Raat,Krishna Tamang,Pop,112,"Happy,Calm",krishnatamang pop 112 happy calm
Chhaya Geet,Sita Rai,Lok Dohori,87,"Sad,Melancholic",sitarai lok dohori 87 sad melancholic
Sapana Raat,Laxmi Gurung,Folk,104,"Energetic,Happy",laxmigurung folk 104 energetic happy
Jhilmil Sapana,Shanti Chhetri,Modern,117,"Romantic,Calm",shantichhetri modern 117 romantic calm
Dherai Geet,Hari Thapa,Pop,88,"Happy,Calm",harithapa pop 88 happy calm
Ujyaalo Swar,Ramesh Sherpa,Rock,106,"Energetic,Happy",rameshsherpa rock 106 energetic happy
Basanta Raat,Suman Gurung,Folk,95,"Calm,Romantic",sumangurung folk 95 calm romantic
Pahadko Sapana,Laxmi Rai,Lok Dohori,110,"Sad,Melancholic",laxmirai lok dohori 110 sad melancholic
Sundar Geet,Krishna Yadav,Pop,108,"Romantic,Energetic",krishnayadav pop 108 romantic energetic
Joonko Raat,Sita Magar,Folk,112,"Happy,Calm",sitamagar folk 112 happy calm
Timro Geet,Hari Rai,Modern,80,"Sad,Melancholic",harirai modern 80 sad melancholic
Mero Raat,Laxmi Thapa,Pop,104,"Energetic,Happy",laxmithapa pop 104 energetic happy
Samjhana Sapana,Krishna Chhetri,Rock,117,"Romantic,Calm",krishnachhetri rock 117 romantic calm
Tadha Geet,Suman Rai,Folk,88,"Happy,Calm",sumanrai folk 88 happy calm
Ujyaalo Raat,Laxmi Gurung,Lok Dohori,106,"Calm,Romantic",laxmigurung lok dohori 106 calm romantic
Sundar Sapana,Sita Yadav,Folk,115,"Energetic,Happy",sitayadav folk 115 energetic happy
Dilko Raat,Ramesh Limbu,Pop,90,"Sad,Melancholic",rameshlimbu pop 90 sad melancholic
Joonko Geet,Shanti Thapa,Modern,108,"Romantic,Calm",shantithapa modern 108 romantic calm
Pahadko Raat,Hari Sherpa,Gurung Folk,112,"Happy,Calm",harisherpa gurung folk 112 happy calm
Sagar Geet,Laxmi Yadav,Folk,95,"Calm,Romantic",laxmiyadav folk 95 calm romantic
Timro Sapana,Krishna Tamang,Pop,104,"Energetic,Happy",krishnatamang pop 104 energetic happy
Chhaya Raat,Sita Rai,Lok Dohori,117,"Sad,Melancholic",sitarai lok dohori 117 sad melancholic
Sapana Geet,Laxmi Gurung,Folk,80,"Romantic,Calm",laxmigurung folk 80 romantic calm
Jhilmil Raat,Shanti Chhetri,Modern,108,"Happy,Calm",shantichhetri modern 108 happy calm
Dherai Sapana,Hari Thapa,Pop,106,"Energetic,Happy",harithapa pop 106 energetic happy
Ujyaalo Geet,Ramesh Sherpa,Rock,115,"Calm,Romantic",rameshsherpa rock 115 calm romantic
Basanta Swar,Suman Gurung,Folk,90,"Sad,Melancholic",sumangurung folk 90 sad melancholic
Pahadko Geet,Laxmi Rai,Lok Dohori,112,"Romantic,Energetic",laxmirai lok dohori 112 romantic energetic
Sundar Raat,Krishna Yadav,Pop,87,"Happy,Calm",krishnayadav pop 87 happy calm
Joonko Sapana,Sita Magar,Folk,104,"Calm,Romantic",sitamagar folk 104 calm romantic
Timro Raat,Hari Rai,Modern,117,"Energetic,Happy",harirai modern 117 energetic happy
Mero Geet,Laxmi Thapa,Pop,88,"Sad,Melancholic",laxmithapa pop 88 sad melancholic
Samjhana Raat,Krishna Chhetri,Rock,106,"Romantic,Calm",krishnachhetri rock 106 romantic calm
Tadha Geet,Suman Rai,Folk,115,"Happy,Calm",sumanrai folk 115 happy calm
Ujyaalo Sapana,Laxmi Gurung,Lok Dohori,80,"Energetic,Happy",laxmigurung lok dohori 80 energetic happy
Sundar Geet,Sita Yadav,Folk,108,"Calm,Romantic",sitayadav folk 108 calm romantic
Dilko Sapana,Ramesh Limbu,Pop,112,"Romantic,Energetic",rameshlimbu pop 112 romantic energetic
Joonko Raat,Shanti Thapa,Modern,95,"Sad,Melancholic",shantithapa modern 95 sad melancholic
Pahadko Geet,Hari Sherpa,Gurung Folk,104,"Happy,Calm",harisherpa gurung folk 104 happy calm
Sagar Raat,Laxmi Yadav,Folk,117,"Energetic,Happy",laxmiyadav folk 117 energetic happy
Timro Geet,Krishna Tamang,Pop,88,"Calm,Romantic",krishnatamang pop 88 calm romantic
Chhaya Sapana,Sita Rai,Lok Dohori,106,"Sad,Melancholic",sitarai lok dohori 106 sad melancholic
Sapana Raat,Laxmi Gurung,Folk,115,"Romantic,Calm",laxmigurung folk 115 romantic calm
Jhilmil Geet,Shanti Chhetri,Modern,90,"Happy,Calm",shantichhetri modern 90 happy calm
Dherai Raat,Hari Thapa,Pop,108,"Energetic,Happy",harithapa pop 108 energetic happy
Ujyaalo Sapana,Ramesh Sherpa,Rock,112,"Calm,Romantic",rameshsherpa rock 112 calm romantic
Basanta Geet,Suman Gurung,Folk,95,"Sad,Melancholic",sumangurung folk 95 sad melancholic
Pahadko Raat,Laxmi Rai,Lok Dohori,104,"Romantic,Energetic",laxmirai lok dohori 104 romantic energetic
Sundar Sapana,Krishna Yadav,Pop,117,"Happy,Calm",krishnayadav pop 117 happy calm
Joonko Geet,Sita Magar,Folk,88,"Calm,Romantic",sitamagar folk 88 calm romantic
Timro Raat,Hari Rai,Modern,106,"Energetic,Happy",harirai modern 106 energetic happy
Mero Sapana,Laxmi Thapa,Pop,115,"Sad,Melancholic",laxmithapa pop 115 sad melancholic
Samjhana Geet,Krishna Chhetri,Rock,80,"Romantic,Calm",krishnachhetri rock 80 romantic calm
Tadha Raat,Suman Rai,Folk,108,"Happy,Calm",sumanrai folk 108 happy calm
Ujyaalo Geet,Laxmi Gurung,Lok Dohori,112,"Energetic,Happy",laxmigurung lok dohori 112 energetic happy
Sundar Raat,Sita Yadav,Folk,95,"Calm,Romantic",sitayadav folk 95 calm romantic
Dilko Geet,Ramesh Limbu,Pop,104,"Romantic,Calm",rameshlimbu pop 104 romantic calm
Joonko Sapana,Shanti Thapa,Modern,117,"Sad,Melancholic",shantithapa modern 117 sad melancholic
Pahadko Sapana,Hari Sherpa,Gurung Folk,88,"Happy,Calm",harisherpa gurung folk 88 happy calm
Sagar Geet,Laxmi Yadav,Folk,106,"Energetic,Happy",laxmiyadav folk 106 energetic happy
Timro Raat,Krishna Tamang,Pop,115,"Calm,Romantic",krishnatamang pop 115 calm romantic
Chhaya Geet,Sita Rai,Lok Dohori,90,"Sad,Melancholic",sitarai lok dohori 90 sad melancholic
Sapana Sapana,Laxmi Gurung,Folk,108,"Romantic,Calm",laxmigurung folk 108 romantic calm
Jhilmil Raat,Shanti Chhetri,Modern,112,"Happy,Calm",shantichhetri modern 112 happy calm
Dherai Geet,Hari Thapa,Pop,95,"Energetic,Happy",harithapa pop 95 energetic happy
Ujyaalo Raat,Ramesh Sherpa,Rock,104,"Calm,Romantic",rameshsherpa rock 104 calm romantic
Basanta Sapana,Suman Gurung,Folk,117,"Sad,Melancholic",sumangurung folk 117 sad melancholic
Pahadko Geet,Laxmi Rai,Lok Dohori,88,"Romantic,Energetic",laxmirai lok dohori 88 romantic energetic
Sundar Raat,Krishna Yadav,Pop,106,"Happy,Calm",krishnayadav pop 106 happy calm
Joonko Geet,Sita Magar,Folk,115,"Calm,Romantic",sitamagar folk 115 calm romantic
Timro Sapana,Hari Rai,Modern,80,"Energetic,Happy",harirai modern 80 energetic happy
Mero Raat,Laxmi Thapa,Pop,108,"Sad,Melancholic",laxmithapa pop 108 sad melancholic
Samjhana Geet,Krishna Chhetri,Rock,112,"Romantic,Calm",krishnachhetri rock 112 romantic calm
Tadha Sapana,Suman Rai,Folk,95,"Happy,Calm",sumanrai folk 95 happy calm
Ujyaalo Raat,Laxmi Gurung,Lok Dohori,104,"Energetic,Happy",laxmigurung lok dohori 104 energetic happy
Sundar Geet,Sita Yadav,Folk,117,"Calm,Romantic",sitayadav folk 117 calm romantic
Dilko Raat,Ramesh Limbu,Pop,88,"Sad,Melancholic",rameshlimbu pop 88 sad melancholic
Joonko Geet,Shanti Thapa,Modern,106,"Romantic,Energetic",shantithapa modern 106 romantic energetic
Pahadko Raat,Hari Sherpa,Gurung Folk,112,"Happy,Calm",harisherpa gurung folk 112 happy calm
Sagar Sapana,Laxmi Yadav,Folk,95,"Romantic,Calm",laxmiyadav folk 95 romantic calm
Timro Geet,Krishna Tamang,Pop,104,"Energetic,Happy",krishnatamang pop 104 energetic happy
Chhaya Raat,Sita Rai,Lok Dohori,117,"Sad,Melancholic",sitarai lok dohori 117 sad melancholic
Sapana Geet,Laxmi Gurung,Folk,88,"Calm,Romantic",laxmigurung folk 88 calm romantic
Jhilmil Sapana,Shanti Chhetri,Modern,106,"Happy,Calm",shantichhetri modern 106 happy calm
Dherai Raat,Hari Thapa,Pop,115,"Romantic,Energetic",harithapa pop 115 romantic energetic
Ujyaalo Geet,Ramesh Sherpa,Rock,80,"Sad,Melancholic",rameshsherpa rock 80 sad melancholic
Basanta Raat,Suman Gurung,Folk,108,"Energetic,Happy",sumangurung folk 108 energetic happy
Pahadko Sapana,Laxmi Rai,Lok Dohori,112,"Calm,Romantic",laxmirai lok dohori 112 calm romantic
Sundar Geet,Krishna Yadav,Pop,95,"Happy,Calm",krishnayadav pop 95 happy calm
Joonko Raat,Sita Magar,Folk,104,"Romantic,Calm",sitamagar folk 104 romantic calm
Timro Sapana,Hari Rai,Modern,117,"Energetic,Happy",harirai modern 117 energetic happy
Mero Geet,Laxmi Thapa,Pop,88,"Sad,Melancholic",laxmithapa pop 88 sad melancholic
Samjhana Raat,Krishna Chhetri,Rock,106,"Calm,Romantic",krishnachhetri rock 106 calm romantic
Tadha Geet,Suman Rai,Folk,115,"Happy,Calm",sumanrai folk 115 happy calm
Ujyaalo Sapana,Laxmi Gurung,Lok Dohori,80,"Romantic,Energetic",laxmigurung lok dohori 80 romantic energetic
Sundar Raat,Sita Yadav,Folk,108,"Energetic,Happy",sitayadav folk 108 energetic happy
Dilko Geet,Ramesh Limbu,Pop,112,"Calm,Romantic",rameshlimbu pop 112 calm romantic
Joonko Sapana,Shanti Thapa,Modern,95,"Sad,Melancholic",shantithapa modern 95 sad melancholic
Pahadko Geet,Hari Sherpa,Gurung Folk,104,"Happy,Calm",harisherpa gurung folk 104 happy calm
Sagar Raat,Laxmi Yadav,Folk,117,"Romantic,Calm",laxmiyadav folk 117 romantic calm
Timro Raat,Krishna Tamang,Pop,88,"Energetic,Happy",krishnatamang pop 88 energetic happy
Chhaya Sapana,Sita Rai,Lok Dohori,106,"Sad,Melancholic",sitarai lok dohori 106 sad melancholic
Sapana Geet,Laxmi Gurung,Folk,115,"Calm,Romantic",laxmigurung folk 115 calm romantic
Jhilmil Raat,Shanti Chhetri,Modern,80,"Happy,Calm",shantichhetri modern 80 happy calm
Dherai Geet,Hari Thapa,Pop,108,"Romantic,Energetic",harithapa pop 108 romantic energetic
Ujyaalo Raat,Ramesh Sherpa,Rock,112,"Energetic,Happy",rameshsherpa rock 112 energetic happy
Basanta Sapana,Suman Gurung,Folk,95,"Sad,Melancholic",sumangurung folk 95 sad melancholic
Pahadko Geet,Laxmi Rai,Lok Dohori,104,"Calm,Romantic",laxmirai lok dohori 104 calm romantic
Sundar Raat,Krishna Yadav,Pop,117,"Happy,Calm",krishnayadav pop 117 happy calm
Joonko Geet,Sita Magar,Folk,88,"Romantic,Calm",sitamagar folk 88 romantic calm
Timro Raat,Hari Rai,Modern,106,"Energetic,Happy",harirai modern 106 energetic happy
Mero Sapana,Laxmi Thapa,Pop,115,"Sad,Melancholic",laxmithapa pop 115 sad melancholic
Samjhana Geet,Krishna Chhetri,Rock,80,"Calm,Romantic",krishnachhetri rock 80 calm romantic
Tadha Raat,Suman Rai,Folk,108,"Happy,Calm",sumanrai folk 108 happy calm
Ujyaalo Geet,Laxmi Gurung,Lok Dohori,112,"Romantic,Energetic",laxmigurung lok dohori 112 romantic energetic
Sundar Sapana,Sita Yadav,Folk,95,"Energetic,Happy",sitayadav folk 95 energetic happy
Dilko Raat,Ramesh Limbu,Pop,104,"Calm,Romantic",rameshlimbu pop 104 calm romantic
Joonko Geet,Shanti Thapa,Modern,117,"Sad,Melancholic",shantithapa modern 117 sad melancholic
Pahadko Raat,Hari Sherpa,Gurung Folk,88,"Happy,Calm",harisherpa gurung folk 88 happy calm
Sagar Geet,Laxmi Yadav,Folk,106,"Romantic,Calm",laxmiyadav folk 106 romantic calm
Timro Sapana,Krishna Tamang,Pop,115,"Energetic,Happy",krishnatamang pop 115 energetic happy
Chhaya Geet,Sita Rai,Lok Dohori,80,"Sad,Melancholic",sitarai lok dohori 80 sad melancholic
Sapana Raat,Laxmi Gurung,Folk,108,"Calm,Romantic",laxmigurung folk 108 calm romantic
Jhilmil Geet,Shanti Chhetri,Modern,112,"Happy,Calm",shantichhetri modern 112 happy calm
Dherai Sapana,Hari Thapa,Pop,95,"Romantic,Energetic",harithapa pop 95 romantic energetic
Ujyaalo Raat,Ramesh Sherpa,Rock,104,"Energetic,Happy",rameshsherpa rock 104 energetic happy
Basanta Geet,Suman Gurung,Folk,117,"Sad,Melancholic",sumangurung folk 117 sad melancholic
Pahadko Raat,Laxmi Rai,Lok Dohori,88,"Calm,Romantic",laxmirai lok dohori 88 calm romantic
Sundar Sapana,Krishna Yadav,Pop,106,"Happy,Calm",krishnayadav pop 106 happy calm
Joonko Raat,Sita Magar,Folk,115,"Romantic,Calm",sitamagar folk 115 romantic calm
Timro Geet,Hari Rai,Modern,80,"Energetic,Happy",harirai modern 80 energetic happy
Mero Raat,Laxmi Thapa,Pop,108,"Sad,Melancholic",laxmithapa pop 108 sad melancholic
Samjhana Sapana,Krishna Chhetri,Rock,112,"Calm,Romantic",krishnachhetri rock 112 calm romantic
Tadha Geet,Suman Rai,Folk,95,"Happy,Calm",sumanrai folk 95 happy calm
Ujyaalo Raat,Laxmi Gurung,Lok Dohori,104,"Romantic,Energetic",laxmigurung lok dohori 104 romantic energetic
Sundar Geet,Sita Yadav,Folk,117,"Energetic,Happy",sitayadav folk 117 energetic happy
Dilko Sapana,Ramesh Limbu,Pop,88,"Sad,Melancholic",rameshlimbu pop 88 sad melancholic
Joonko Raat,Shanti Thapa,Modern,106,"Calm,Romantic",shantithapa modern 106 calm romantic
Pahadko Geet,Hari Sherpa,Gurung Folk,115,"Happy,Calm",harisherpa gurung folk 115 happy calm
Sagar Raat,Laxmi Yadav,Folk,80,"Romantic,Calm",laxmiyadav folk 80 romantic calm
Timro Geet,Krishna Tamang,Pop,108,"Energetic,Happy",krishnatamang pop 108 energetic happy
Chhaya Raat,Sita Rai,Lok Dohori,112,"Sad,Melancholic",sitarai lok dohori 112 sad melancholic
Sapana Sapana,Laxmi Gurung,Folk,95,"Calm,Romantic",laxmigurung folk 95 calm romantic
Jhilmil Geet,Shanti Chhetri,Modern,104,"Happy,Calm",shantichhetri modern 104 happy calm
Dherai Raat,Hari Thapa,Pop,117,"Romantic,Energetic",harithapa pop 117 romantic energetic
Ujyaalo Sapana,Ramesh Sherpa,Rock,88,"Energetic,Happy",rameshsherpa rock 88 energetic happy
Basanta Raat,Suman Gurung,Folk,106,"Sad,Melancholic",sumangurung folk 106 sad melancholic
Pahadko Sapana,Laxmi Rai,Lok Dohori,115,"Calm,Romantic",laxmirai lok dohori 115 calm romantic
Sundar Geet,Krishna Yadav,Pop,80,"Happy,Calm",krishnayadav pop 80 happy calm
Joonko Sapana,Sita Magar,Folk,108,"Romantic,Calm",sitamagar folk 108 romantic calm
Timro Raat,Hari Rai,Modern,112,"Energetic,Happy",harirai modern 112 energetic happy
Mero Geet,Laxmi Thapa,Pop,95,"Sad,Melancholic",laxmithapa pop 95 sad melancholic
Samjhana Raat,Krishna Chhetri,Rock,104,"Calm,Romantic",krishnachhetri rock 104 calm romantic
Tadha Sapana,Suman Rai,Folk,117,"Happy,Calm",sumanrai folk 117 happy calm
Ujyaalo Geet,Laxmi Gurung,Lok Dohori,88,"Romantic,Energetic",laxmigurung lok dohori 88 romantic energetic
Sundar Raat,Sita Yadav,Folk,106,"Energetic,Happy",sitayadav folk 106 energetic happy
Dilko Geet,Ramesh Limbu,Pop,115,"Calm,Romantic",rameshlimbu pop 115 calm romantic
Joonko Raat,Shanti Thapa,Modern,80,"Sad,Melancholic",shantithapa modern 80 sad melancholic
Pahadko Geet,Hari Sherpa,Gurung Folk,108,"Happy,Calm",harisherpa gurung folk 108 happy calm
Sagar Sapana,Laxmi Yadav,Folk,112,"Romantic,Calm",laxmiyadav folk 112 romantic calm
Timro Raat,Krishna Tamang,Pop,95,"Energetic,Happy",krishnatamang pop 95 energetic happy
Chhaya Geet,Sita Rai,Lok Dohori,104,"Sad,Melancholic",sitarai lok dohori 104 sad melancholic
Sapana Raat,Laxmi Gurung,Folk,117,"Calm,Romantic",laxmigurung folk 117 calm romantic
Jhilmil Sapana,Shanti Chhetri,Modern,88,"Happy,Calm",shantichhetri modern 88 happy calm
Dherai Geet,Hari Thapa,Pop,106,"Romantic,Energetic",harithapa pop 106 romantic energetic
Ujyaalo Raat,Ramesh Sherpa,Rock,115,"Energetic,Happy",rameshsherpa rock 115 energetic happy
Basanta Sapana,Suman Gurung,Folk,80,"Sad,Melancholic",sumangurung folk 80 sad melancholic
Pahadko Geet,Laxmi Rai,Lok Dohori,108,"Calm,Romantic",laxmirai lok dohori 108 calm romantic
Sundar Raat,Krishna Yadav,Pop,112,"Happy,Calm",krishnayadav pop 112 happy calm
Joonko Geet,Sita Magar,Folk,95,"Romantic,Calm",sitamagar folk 95 romantic calm
Timro Sapana,Hari Rai,Modern,104,"Energetic,Happy",harirai modern 104 energetic happy
Mero Raat,Laxmi Thapa,Pop,117,"Sad,Melancholic",laxmithapa pop 117 sad melancholic
Samjhana Geet,Krishna Chhetri,Rock,88,"Calm,Romantic",krishnachhetri rock 88 calm romantic
Tadha Raat,Suman Rai,Folk,106,"Happy,Calm",sumanrai folk 106 happy calm
Ujyaalo Sapana,Laxmi Gurung,Lok Dohori,115,"Romantic,Energetic",laxmigurung lok dohori 115 romantic energetic
Sundar Geet,Sita Yadav,Folk,80,"Energetic,Happy",sitayadav folk 80 energetic happy
Dilko Raat,Ramesh Limbu,Pop,108,"Calm,Romantic",rameshlimbu pop 108 calm romantic
Joonko Sapana,Shanti Thapa,Modern,112,"Sad,Melancholic",shantithapa modern 112 sad melancholic
Pahadko Raat,Hari Sherpa,Gurung Folk,95,"Happy,Calm",harisherpa gurung folk 95 happy calm
Sagar Geet,Laxmi Yadav,Folk,104,"Romantic,Calm",laxmiyadav folk 104 romantic calm
Timro Raat,Krishna Tamang,Pop,117,"Energetic,Happy",krishnatamang pop 117 energetic happy
Chhaya Sapana,Sita Rai,Lok Dohori,88,"Sad,Melancholic",sitarai lok dohori 88 sad melancholic
Sapana Geet,Laxmi Gurung,Folk,106,"Calm,Romantic",laxmigurung folk 106 calm romantic
Jhilmil Raat,Shanti Chhetri,Modern,115,"Happy,Calm",shantichhetri modern 115 happy calm
Dherai Sapana,Hari Thapa,Pop,80,"Romantic,Energetic",harithapa pop 80 romantic energetic
Ujyaalo Geet,Ramesh Sherpa,Rock,108,"Energetic,Happy",rameshsherpa rock 108 energetic happy
Basanta Raat,Suman Gurung,Folk,112,"Sad,Melancholic",sumangurung folk 112 sad melancholic
Pahadko Geet,Laxmi Rai,Lok Dohori,95,"Calm,Romantic",laxmirai lok dohori 95 calm romantic
Sundar Raat,Krishna Yadav,Pop,104,"Happy,Calm",krishnayadav pop 104 happy calm
Joonko Geet,Sita Magar,Folk,117,"Romantic,Calm",sitamagar folk 117 romantic calm
Timro Sapana,Hari Rai,Modern,88,"Energetic,Happy",harirai modern 88 energetic happy
Mero Geet,Laxmi Thapa,Pop,106,"Sad,Melancholic",laxmithapa pop 106 sad melancholic
Samjhana Raat,Krishna Chhetri,Rock,115,"Calm,Romantic",krishnachhetri rock 115 calm romantic
Tadha Sapana,Suman Rai,Folk,80,"Happy,Calm",sumanrai folk 80 happy calm
Ujyaalo Raat,Laxmi Gurung,Lok Dohori,108,"Romantic,Energetic",laxmigurung lok dohori 108 romantic energetic
Sundar Geet,Sita Yadav,Folk,112,"Energetic,Happy",sitayadav folk 112 energetic happy
Dilko Sapana,Ramesh Limbu,Pop,95,"Calm,Romantic",rameshlimbu pop 95 calm romantic
Joonko Raat,Shanti Thapa,Modern,104,"Sad,Melancholic",shantithapa modern 104 sad melancholic
Pahadko Sapana,Hari Sherpa,Gurung Folk,117,"Happy,Calm",harisherpa gurung folk 117 happy calm
Sagar Raat,Laxmi Yadav,Folk,88,"Romantic,Calm",laxmiyadav folk 88 romantic calm
Timro Geet,Krishna Tamang,Pop,106,"Energetic,Happy",krishnatamang pop 106 energetic happy
Chhaya Geet,Sita Rai,Lok Dohori,115,"Sad,Melancholic",sitarai lok dohori 115 sad melancholic
Sapana Raat,Laxmi Gurung,Folk,80,"Calm,Romantic",laxmigurung folk 80 calm romantic
Jhilmil Sapana,Shanti Chhetri,Modern,108,"Happy,Calm",shantichhetri modern 108 happy calm
Dherai Geet,Hari Thapa,Pop,112,"Romantic,Energetic",harithapa pop 112 romantic energetic
Ujyaalo Sapana,Ramesh Sherpa,Rock,95,"Energetic,Happy",rameshsherpa rock 95 energetic happy
Basanta Geet,Suman Gurung,Folk,104,"Sad,Melancholic",sumangurung folk 104 sad melancholic
Pahadko Raat,Laxmi Rai,Lok Dohori,117,"Calm,Romantic",laxmirai lok dohori 117 calm romantic
Sundar Sapana,Krishna Yadav,Pop,88,"Happy,Calm",krishnayadav pop 88 happy calm
Joonko Raat,Sita Magar,Folk,106,"Romantic,Calm",sitamagar folk 106 romantic calm
Timro Raat,Hari Rai,Modern,115,"Energetic,Happy",harirai modern 115 energetic happy
Mero Sapana,Laxmi Thapa,Pop,80,"Sad,Melancholic",laxmithapa pop 80 sad melancholic
Samjhana Geet,Krishna Chhetri,Rock,108,"Calm,Romantic",krishnachhetri rock 108 calm romantic
Tadha Raat,Suman Rai,Folk,112,"Happy,Calm",sumanrai folk 112 happy calm
Ujyaalo Geet,Laxmi Gurung,Lok Dohori,95,"Romantic,Energetic",laxmigurung lok dohori 95 romantic energetic
Sundar Raat,Sita Yadav,Folk,104,"Energetic,Happy",sitayadav folk 104 energetic happy
Dilko Geet,Ramesh Limbu,Pop,117,"Calm,Romantic",rameshlimbu pop 117 calm romantic
Joonko Sapana,Shanti Thapa,Modern,88,"Sad,Melancholic",shantithapa modern 88 sad melancholic
Pahadko Geet,Hari Sherpa,Gurung Folk,106,"Happy,Calm",harisherpa gurung folk 106 happy calm
Sagar Sapana,Laxmi Yadav,Folk,115,"Romantic,Calm",laxmiyadav folk 115 romantic calm
Timro Raat,Krishna Tamang,Pop,80,"Energetic,Happy",krishnatamang pop 80 energetic happy
Chhaya Geet,Sita Rai,Lok Dohori,108,"Sad,Melancholic",sitarai lok dohori 108 sad melancholic
Sapana Sapana,Laxmi Gurung,Folk,112,"Calm,Romantic",laxmigurung folk 112 calm romantic
Jhilmil Geet,Shanti Chhetri,Modern,95,"Happy,Calm",shantichhetri modern 95 happy calm
Dherai Raat,Hari Thapa,Pop,104,"Romantic,Energetic",harithapa pop 104 romantic energetic
Ujyaalo Raat,Ramesh Sherpa,Rock,117,"Energetic,Happy",rameshsherpa rock 117 energetic happy
Basanta Sapana,Suman Gurung,Folk,88,"Sad,Melancholic",sumangurung folk 88 sad melancholic
Pahadko Geet,Laxmi Rai,Lok Dohori,106,"Calm,Romantic",laxmirai lok dohori 106 calm romantic
Sundar Raat,Krishna Yadav,Pop,115,"Happy,Calm",krishnayadav pop 115 happy calm
Joonko Sapana,Sita Magar,Folk,80,"Romantic,Calm",sitamagar folk 80 romantic calm
Timro Geet,Hari Rai,Modern,108,"Energetic,Happy",harirai modern 108 energetic happy
Mero Raat,Laxmi Thapa,Pop,112,"Sad,Melancholic",laxmithapa pop 112 sad melancholic
Samjhana Sapana,Krishna Chhetri,Rock,95,"Calm,Romantic",krishnachhetri rock 95 calm romantic
Tadha Geet,Suman Rai,Folk,104,"Happy,Calm",sumanrai folk 104 happy calm
